Book ID,Citizen ID,Issue Date,Genre
2131683,2284579,22-01-2019,Science Fiction
2149107,2315405,22-01-2019,Science Fiction
2170279,2020567,22-01-2019,Science Fiction
2173414,2210354,22-01-2019,Science Fiction
2233413,2001287,22-01-2019,Romance
2241661,1914381,22-01-2019,Romance
2245304,2188415,22-01-2019,Romance
2272598,2086672,22-01-2019,Dystopia
2277810,2315681,22-01-2019,Dystopia
2280760,2318997,22-01-2019,Dystopia
2282179,2051848,22-01-2019,Dystopia
2283137,1908743,22-01-2019,Dystopia
2289679,498016,22-01-2019,Dystopia
2296032,2147261,22-01-2019,Dystopia
2303939,1771883,22-01-2019,Dystopia
264121,2318008,23-01-2019,Fantasy
397786,2167275,23-01-2019,Fantasy
1251871,1908743,23-01-2019,Fantasy
1651360,1258066,23-01-2019,Fantasy
1863276,2102095,23-01-2019,Mystery
1914799,1315875,23-01-2019,Mystery
1951516,1947470,23-01-2019,Mystery
2008796,2326477,23-01-2019,Mystery
2027620,2136230,23-01-2019,Mystery
2027620,423824,23-01-2019,Mystery
2089201,2236684,23-01-2019,Science Fiction
2091603,2250891,23-01-2019,Science Fiction
2123856,1787261,23-01-2019,Science Fiction
2150853,2218901,23-01-2019,Science Fiction
2165506,2136230,23-01-2019,Science Fiction
2185705,2255143,23-01-2019,Science Fiction
2216471,418701,23-01-2019,Romance
2222147,2273461,23-01-2019,Romance
2222147,2132065,23-01-2019,Romance
2241661,2142188,23-01-2019,Romance
2255019,2313639,23-01-2019,Romance
2263552,2226552,23-01-2019,Dystopia
2264325,2276674,23-01-2019,Dystopia
2264325,2218078,23-01-2019,Dystopia
2264336,2270706,23-01-2019,Dystopia
2278875,1859387,23-01-2019,Dystopia
2282671,1947470,23-01-2019,Dystopia
2292506,2141837,23-01-2019,Dystopia
2296797,1908743,23-01-2019,Dystopia
2302627,2054668,23-01-2019,Dystopia
2309827,1918551,23-01-2019,Dystopia
33483,1643883,24-01-2019,Fantasy
69127,1586247,24-01-2019,Fantasy
91946,2089505,24-01-2019,Fantasy
347533,2315436,24-01-2019,Fantasy
1251871,2014815,24-01-2019,Fantasy
1285928,2303054,24-01-2019,Fantasy
1723252,2274073,24-01-2019,Fantasy
1825639,629205,24-01-2019,Fantasy
1886970,1794377,24-01-2019,Mystery
1911840,2140750,24-01-2019,Mystery
1914799,2285693,24-01-2019,Mystery
1941634,2152229,24-01-2019,Mystery
1979214,2302033,24-01-2019,Mystery
2005229,1772574,24-01-2019,Mystery
2008699,2027661,24-01-2019,Mystery
2008736,2297834,24-01-2019,Mystery
2026729,1871553,24-01-2019,Mystery
2089201,2188102,24-01-2019,Science Fiction
2091603,1822989,24-01-2019,Science Fiction
2091603,2203777,24-01-2019,Science Fiction
2104988,2206684,24-01-2019,Science Fiction
2185202,2285721,24-01-2019,Science Fiction
2188143,2142188,24-01-2019,Romance
2199565,1682545,24-01-2019,Romance
2223388,1828739,24-01-2019,Romance
2233977,1804989,24-01-2019,Romance
2239104,2181998,24-01-2019,Romance
2241676,2014815,24-01-2019,Romance
2248246,2318997,24-01-2019,Romance
2263552,2243535,24-01-2019,Dystopia
2288511,1848148,24-01-2019,Dystopia
2302627,1947470,24-01-2019,Dystopia
2309827,1971670,24-01-2019,Dystopia
608879,2226552,25-01-2019,Fantasy
1049203,2206441,25-01-2019,Fantasy
1292623,1894486,25-01-2019,Fantasy
1723252,494046,25-01-2019,Fantasy
1723252,2211371,25-01-2019,Fantasy
1789022,2302033,25-01-2019,Fantasy
1854896,2063524,25-01-2019,Fantasy
1863276,1911860,25-01-2019,Mystery
1911536,1947145,25-01-2019,Mystery
1946093,2259028,25-01-2019,Mystery
1969153,1914831,25-01-2019,Mystery
2005205,2159135,25-01-2019,Mystery
2057596,1904701,25-01-2019,Science Fiction
2123856,2302193,25-01-2019,Science Fiction
2124616,1943938,25-01-2019,Science Fiction
2145304,2135464,25-01-2019,Science Fiction
2147527,2004754,25-01-2019,Science Fiction
2170178,2202684,25-01-2019,Science Fiction
2176549,2253521,25-01-2019,Science Fiction
2183041,2261053,25-01-2019,Science Fiction
2191897,2054668,25-01-2019,Romance
2200603,2258434,25-01-2019,Romance
2233413,2006318,25-01-2019,Romance
2241661,1949017,25-01-2019,Romance
2241676,264387,25-01-2019,Romance
2245304,2284579,25-01-2019,Romance
2275107,602549,25-01-2019,Dystopia
2307723,2192610,25-01-2019,Dystopia
2310105,2050066,25-01-2019,Dystopia
2315090,1667512,25-01-2019,Dystopia
2317138,1788192,25-01-2019,Dystopia
356871,2176106,26-01-2019,Fantasy
1349376,2224918,26-01-2019,Fantasy
1750985,2265401,26-01-2019,Fantasy
1784365,2086672,26-01-2019,Fantasy
1911840,2067003,26-01-2019,Mystery
1949740,2201736,26-01-2019,Mystery
1988196,2243535,26-01-2019,Mystery
2005205,2249167,26-01-2019,Mystery
2016209,1798359,26-01-2019,Mystery
2026729,2210354,26-01-2019,Mystery
2062696,476023,26-01-2019,Science Fiction
2063461,2080517,26-01-2019,Science Fiction
2147045,1931564,26-01-2019,Science Fiction
2147117,585135,26-01-2019,Science Fiction
2173414,2302137,26-01-2019,Science Fiction
2186557,1786628,26-01-2019,Romance
2198504,2126565,26-01-2019,Romance
2198504,2250891,26-01-2019,Romance
2218813,2100235,26-01-2019,Romance
2223204,2052055,26-01-2019,Romance
2226502,2133605,26-01-2019,Romance
2233977,2102095,26-01-2019,Romance
2240802,2188102,26-01-2019,Romance
2241612,1911860,26-01-2019,Romance
2263552,1667512,26-01-2019,Dystopia
2264325,2309107,26-01-2019,Dystopia
2281417,2188102,26-01-2019,Dystopia
2296797,2261053,26-01-2019,Dystopia
2297322,2133605,26-01-2019,Dystopia
2297836,335459,26-01-2019,Dystopia
2302627,2286890,26-01-2019,Dystopia
238489,2086672,27-01-2019,Fantasy
356871,2250891,27-01-2019,Fantasy
517575,1913989,27-01-2019,Fantasy
592899,2263739,27-01-2019,Fantasy
608879,335459,27-01-2019,Fantasy
1332011,1905772,27-01-2019,Fantasy
1803759,1586146,27-01-2019,Fantasy
1912662,2326477,27-01-2019,Mystery
1979214,2319277,27-01-2019,Mystery
1999154,569802,27-01-2019,Mystery
1999154,1998120,27-01-2019,Mystery
1999154,2067003,27-01-2019,Mystery
2008699,2218901,27-01-2019,Mystery
2026729,2201972,27-01-2019,Mystery
2040242,2126565,27-01-2019,Mystery
2119407,2276814,27-01-2019,Science Fiction
2130558,142330,27-01-2019,Science Fiction
2173414,2297947,27-01-2019,Science Fiction
2185705,2299958,27-01-2019,Science Fiction
2185705,2072266,27-01-2019,Science Fiction
2186220,2132065,27-01-2019,Romance
2188143,1256484,27-01-2019,Romance
2190563,1828877,27-01-2019,Romance
2190563,1922815,27-01-2019,Romance
2216471,494046,27-01-2019,Romance
2226502,2172539,27-01-2019,Romance
2226502,2226688,27-01-2019,Romance
2242209,1788192,27-01-2019,Romance
2248246,1938525,27-01-2019,Romance
2275107,2234711,27-01-2019,Dystopia
2275402,2142257,27-01-2019,Dystopia
2277810,2140750,27-01-2019,Dystopia
2278875,1889695,27-01-2019,Dystopia
2288547,1786628,27-01-2019,Dystopia
2289679,2006318,27-01-2019,Dystopia
2292854,1981470,27-01-2019,Dystopia
2299077,2253521,27-01-2019,Dystopia
2307723,2244577,27-01-2019,Dystopia
2310769,1914831,27-01-2019,Dystopia
2311050,2142188,27-01-2019,Dystopia
387302,2273461,28-01-2019,Fantasy
387302,2255143,28-01-2019,Fantasy
531844,1810949,28-01-2019,Fantasy
713808,2262941,28-01-2019,Fantasy
1784365,2282081,28-01-2019,Fantasy
1789022,1682545,28-01-2019,Fantasy
1819414,2280283,28-01-2019,Fantasy
1925544,1348353,28-01-2019,Mystery
1943882,1786628,28-01-2019,Mystery
1979214,1922815,28-01-2019,Mystery
2076869,2276814,28-01-2019,Science Fiction
2084660,2001287,28-01-2019,Science Fiction
2084660,2067003,28-01-2019,Science Fiction
2105005,1979179,28-01-2019,Science Fiction
2111557,418701,28-01-2019,Science Fiction
2124616,2320320,28-01-2019,Science Fiction
2153234,1794377,28-01-2019,Science Fiction
2189254,2089505,28-01-2019,Romance
2198504,2318008,28-01-2019,Romance
2214434,2020496,28-01-2019,Romance
2233413,2142257,28-01-2019,Romance
2241676,1667512,28-01-2019,Romance
2264325,1862280,28-01-2019,Dystopia
2282179,1943938,28-01-2019,Dystopia
2285155,1938525,28-01-2019,Dystopia
142802,1978888,29-01-2019,Fantasy
264121,1667512,29-01-2019,Fantasy
387302,2006318,29-01-2019,Fantasy
411494,2079852,29-01-2019,Fantasy
608879,1366425,29-01-2019,Fantasy
1285928,2262941,29-01-2019,Fantasy
1396046,2226552,29-01-2019,Fantasy
1396046,2086672,29-01-2019,Fantasy
1593203,490400,29-01-2019,Fantasy
1852003,2241151,29-01-2019,Fantasy
1894604,583743,29-01-2019,Mystery
1952978,1667512,29-01-2019,Mystery
2008736,1858586,29-01-2019,Mystery
2008796,2142188,29-01-2019,Mystery
2016970,2217623,29-01-2019,Mystery
2047778,2142188,29-01-2019,Science Fiction
2047778,1859387,29-01-2019,Science Fiction
2057035,2142188,29-01-2019,Science Fiction
2062696,2079947,29-01-2019,Science Fiction
2071344,2071991,29-01-2019,Science Fiction
2085349,1665595,29-01-2019,Science Fiction
2089201,2243535,29-01-2019,Science Fiction
2089201,2004754,29-01-2019,Science Fiction
2104071,2032750,29-01-2019,Science Fiction
2104988,2069834,29-01-2019,Science Fiction
2108846,1253780,29-01-2019,Science Fiction
2111557,264387,29-01-2019,Science Fiction
2124947,2302033,29-01-2019,Science Fiction
2133919,2224918,29-01-2019,Science Fiction
2144350,2195953,29-01-2019,Science Fiction
2145962,2255143,29-01-2019,Science Fiction
2173301,1850657,29-01-2019,Science Fiction
2201662,2004754,29-01-2019,Romance
2213065,1828877,29-01-2019,Romance
2214434,1256484,29-01-2019,Romance
2240802,2142188,29-01-2019,Romance
2242209,2280889,29-01-2019,Romance
2242209,2302033,29-01-2019,Romance
2248246,2051848,29-01-2019,Romance
2255157,2067003,29-01-2019,Romance
2261726,2250891,29-01-2019,Romance
2278675,2135782,29-01-2019,Dystopia
2280760,1911860,29-01-2019,Dystopia
2282652,2319277,29-01-2019,Dystopia
2283137,2030977,29-01-2019,Dystopia
2288547,1771883,29-01-2019,Dystopia
2290592,1834087,29-01-2019,Dystopia
2309827,2284704,29-01-2019,Dystopia
2311050,1586247,29-01-2019,Dystopia
264121,1892298,30-01-2019,Fantasy
1303147,1772574,30-01-2019,Fantasy
1593950,2101624,30-01-2019,Fantasy
1651360,1914381,30-01-2019,Fantasy
1681797,2018935,30-01-2019,Fantasy
1704978,1643883,30-01-2019,Fantasy
1708819,2145221,30-01-2019,Fantasy
1720852,2028906,30-01-2019,Fantasy
1773038,2315436,30-01-2019,Fantasy
1784365,2273461,30-01-2019,Fantasy
1787307,2280889,30-01-2019,Fantasy
1787307,2243347,30-01-2019,Fantasy
1803759,2004754,30-01-2019,Fantasy
1952978,186834,30-01-2019,Mystery
1969153,2318008,30-01-2019,Mystery
1972030,2320320,30-01-2019,Mystery
1996849,335459,30-01-2019,Mystery
2012113,1655615,30-01-2019,Mystery
2085349,2195953,30-01-2019,Science Fiction
2105005,2065215,30-01-2019,Science Fiction
2208312,2237251,30-01-2019,Romance
2240802,1725031,30-01-2019,Romance
2241661,2297947,30-01-2019,Romance
2263552,423824,30-01-2019,Dystopia
2264325,2203777,30-01-2019,Dystopia
2277810,2238375,30-01-2019,Dystopia
2282576,1822989,30-01-2019,Dystopia
2288632,2282081,30-01-2019,Dystopia
2289679,2181998,30-01-2019,Dystopia
2293637,2303054,30-01-2019,Dystopia
2295027,2102095,30-01-2019,Dystopia
2307723,2288528,30-01-2019,Dystopia
2315686,1996033,30-01-2019,Dystopia
347533,2330762,31-01-2019,Fantasy
1682652,2120196,31-01-2019,Fantasy
1720852,2100235,31-01-2019,Fantasy
1941634,2223520,31-01-2019,Mystery
1946093,2302137,31-01-2019,Mystery
1946543,1769025,31-01-2019,Mystery
1963355,1804989,31-01-2019,Mystery
1988708,2054668,31-01-2019,Mystery
2005205,2238290,31-01-2019,Mystery
2042422,2126565,31-01-2019,Mystery
2057035,2318997,31-01-2019,Science Fiction
2057035,2051848,31-01-2019,Science Fiction
2091603,1996033,31-01-2019,Science Fiction
2104071,2067003,31-01-2019,Science Fiction
2144350,2126565,31-01-2019,Science Fiction
2160243,2325032,31-01-2019,Science Fiction
2174552,2200716,31-01-2019,Science Fiction
2185705,2167275,31-01-2019,Science Fiction
2201662,1911860,31-01-2019,Romance
2201662,2072266,31-01-2019,Romance
2213021,602549,31-01-2019,Romance
2213021,1996002,31-01-2019,Romance
2233413,2142188,31-01-2019,Romance
2236854,2026624,31-01-2019,Romance
2272598,1922815,31-01-2019,Dystopia
2282179,2235581,31-01-2019,Dystopia
2288547,2223520,31-01-2019,Dystopia
2292134,2071172,31-01-2019,Dystopia
